0,438392.69,522207.089
0,437799.7217,520205.9019
0,438158.7859,518996.8979
0,437115.7197,518756.9966
0,435879.7108,517964.4935
0,436160.4057,516561.785
0,435880.8157,515913.5905
0,436081.2201,515615.8158
0,435712.7813,515436.3771
0,436037.9995,514779.905
0,436628.6922,514836.099
0,437538.815,513993.4402
0,437423.8789,513344.066
0,437084.9986,513234.8073
0,437258.4087,511710.0238
0,437247.0965,511670.6451
0,436673.0011,510973.0947
0,436710.9119,510381.3041
0,435520.9023,511614.6511
0,435481.4579,511681.5519
0,435111.8153,512225.6862
0,434591.4035,512040.0493
0,434080.4076,511693.8084
0,434067.3804,511617.6902
0,434218.6608,511320.9052
0,435127.8107,511126.0909
0,434964.1875,510199.4062
0,435242.9035,509704.3079
0,434923.4981,509078.687
0,435115.7482,508322.3735
0,435521.5042,508035.7855
0,434922.0965,507457.811
0,435439.911,506591.0891
0,435000.0618,506327.0047
0,434327.0586,506817.0744
0,434608.9985,507548.1851
0,434096.6916,508845.7137
0,432560.6615,509038.4385
0,433040.3097,510200.6858
0,432153.9986,509785.8146
0,431764.9059,508958.8113
0,431621.7799,509883.0967
0,430852.3838,510073.1523
0,430509.719,509898.0625
0,430530.1915,509085.4051
0,431239.3162,508570.8124
0,430383.8087,508297.0008
0,429267.8149,508784.0014
0,428972.7819,509836.4201
0,427681.1271,510721.7167
0,427183.4058,511622.099
0,427231.9032,511690.9093
0,427328.5024,512302.9041
0,426521.9375,512201.4031
0,427013.0628,512595.5603
0,427221.3166,513139.5046
0,425826.31,512879.499
0,425952.5996,513605.3113
0,425374.9011,513914.8127
0,424781.3721,513526.7538
0,424358.2768,513285.3728
0,424320.5969,513273.5962
0,423398.5022,513566.0025
0,423860.1844,513772.6834
0,423765.0282,514544.1225
0,422680.4976,514367.813
0,422633.6904,514368.5028
0,422302.8078,514591.9089
0,422232.9062,515532.0597
0,420659.6908,515385.6916
0,419709.3074,515678.3079
0,419613.9367,516590.6567
0,419262.153,516670.154
0,419162.9979,517140.9992
0,419658.6909,517870.9102
0,420069.5011,517931.9028
0,419285.503,518201.2757
0,419081.5037,518647.188
0,419078.2881,518648.7476
0,419047.9051,518650.5971
0,419041.4574,518648.2477
0,419032.0003,518644.8087
0,419028.2736,518660.6142
0,418871.1227,518991.7794
0,419203.5965,519699.4068
0,418911.4988,519918.4741
0,419872.1968,521341.5868
0,420823.6851,521243.4049
0,420733.8057,522562.6872
0,420606.6916,524780.8123
0,422609.0789,524711.8521
0,422651.4667,524745.9423
0,423240.1558,524970.8779
0,423496.5525,524724.3185
0,424733.4766,524956.742
0,425146.1089,524843.1845
0,425492.6571,524779.8126
0,425536.6939,523211.0017
0,426954.8444,524003.2149
0,426955.0588,524001.5154
0,426973.2227,523655.2145
0,426389.4971,523327.3983
0,426537.3146,521744.9013
0,427054.4943,521665.714
0,427031.0041,520712.3069
0,428121.9988,520688.8136
0,429042.0487,520934.9332
0,428396.5923,521262.1895
0,428617.7991,521969.1271
0,430697.9043,522468.9041
